Name,URL,Probability
Simon Munnery,https://en.wikipedia.org/wiki/Simon_Munnery,0.004512015693967631
Nick Helm,https://en.wikipedia.org/wiki/Nick_Helm,0.004512015693967631
Humphrey Ker,https://en.wikipedia.org/wiki/Humphrey_Ker,0.004413928396272683
Richard Ayoade,https://en.wikipedia.org/wiki/Richard_Ayoade,0.004413928396272683
Russell Kane,https://en.wikipedia.org/wiki/Russell_Kane,0.004413928396272683
Noel Fielding,https://en.wikipedia.org/wiki/Noel_Fielding,0.004413928396272683
Michael McIntyre,https://en.wikipedia.org/wiki/Michael_McIntyre,0.004413928396272683
Tim Vine,https://en.wikipedia.org/wiki/Tim_Vine,0.004413928396272683
Josh Widdicombe,https://en.wikipedia.org/wiki/Josh_Widdicombe,0.004413928396272683
Jack Whitehall,https://en.wikipedia.org/wiki/Jack_Whitehall,0.004413928396272683
Phil Kay,https://en.wikipedia.org/wiki/Phil_Kay,0.004217753800882786
Lee Peart,https://en.wikipedia.org/wiki/Lee_Peart,0.004217753800882786
Laurence Rickard,https://en.wikipedia.org/wiki/Laurence_Rickard,0.004217753800882786
"Michael ""Atters"" Attree",https://en.wikipedia.org/wiki/Michael_%22Atters%22_Attree,0.004217753800882786
Jack Binstead,https://en.wikipedia.org/wiki/Jack_Binstead,0.004217753800882785
James Buckley,https://en.wikipedia.org/wiki/James_Buckley_(actor),0.004119666503187838
Adam Buxton,https://en.wikipedia.org/wiki/Adam_Buxton,0.004119666503187838
Ed Gamble,https://en.wikipedia.org/wiki/Ed_Gamble,0.004119666503187838
Lewis Costello,https://en.wikipedia.org/wiki/Lewis_Costello,0.003972535556645415
Andrew O'Neill,https://en.wikipedia.org/wiki/Andrew_O%27Neill,0.003972535556645415
Matt Forde,https://en.wikipedia.org/wiki/Matt_Forde,0.003972535556645415
Danny Bhoy,https://en.wikipedia.org/wiki/Danny_Bhoy,0.003972535556645415
Terry Alderton,https://en.wikipedia.org/wiki/Terry_Alderton,0.003972535556645415
Charlie Wernham,https://en.wikipedia.org/wiki/Charlie_Wernham,0.003972535556645415
Bennett Arron,https://en.wikipedia.org/wiki/Bennett_Arron,0.003972535556645415
Ikenna Azuike,https://en.wikipedia.org/wiki/Ikenna_Azuike,0.003972535556645415
Wil Hodgson,https://en.wikipedia.org/wiki/Wil_Hodgson,0.003972535556645415
Greg McHugh,https://en.wikipedia.org/wiki/Greg_McHugh,0.003972535556645415
Andre Vincent,https://en.wikipedia.org/wiki/Andre_Vincent,0.0039234919077979396
Brian Conley,https://en.wikipedia.org/wiki/Brian_Conley,0.0038254046101029917
Nick Frost,https://en.wikipedia.org/wiki/Nick_Frost,0.0038254046101029917
Stephen Fry,https://en.wikipedia.org/wiki/Stephen_Fry,0.0038254046101029917
Karl Howman,https://en.wikipedia.org/wiki/Karl_Howman,0.0038254046101029917
Joshua Seigal,https://en.wikipedia.org/wiki/Joshua_Seigal,0.0038254046101029917
Richard Ingrams,https://en.wikipedia.org/wiki/Richard_Ingrams,0.0038254046101029917
Joe Cornish,https://en.wikipedia.org/wiki/Joe_Cornish,0.0038254046101029917
Mark Thomas,https://en.wikipedia.org/wiki/Mark_Thomas,0.0038254046101029917
Andy Hamilton,https://en.wikipedia.org/wiki/Andy_Hamilton,0.0038254046101029917
Paul Chowdhry,https://en.wikipedia.org/wiki/Paul_Chowdhry,0.0038254046101029917
Ahir Shah,https://en.wikipedia.org/wiki/Ahir_Shah,0.0038254046101029917
Ben Elton,https://en.wikipedia.org/wiki/Ben_Elton,0.0038254046101029917
Alan Coren,https://en.wikipedia.org/wiki/Alan_Coren,0.0038254046101029917
Jimmy Jones,https://en.wikipedia.org/wiki/Jimmy_Jones_(comedian),0.0037763609612555173
Rhodri Marsden,https://en.wikipedia.org/wiki/Rhodri_Marsden,0.003727317312408043
John Hegley,https://en.wikipedia.org/wiki/John_Hegley,0.0036292300147130947
Chris Donald,https://en.wikipedia.org/wiki/Chris_Donald,0.0036292300147130947
Dave Thompson,https://en.wikipedia.org/wiki/Dave_Thompson_(comedian),0.0036292300147130947
Dave Lamb,https://en.wikipedia.org/wiki/Dave_Lamb,0.0035311427170181464
Jack Dee,https://en.wikipedia.org/wiki/Jack_Dee,0.003531142717018146
Angus Deayton,https://en.wikipedia.org/wiki/Angus_Deayton,0.003531142717018146
Rob Beckett,https://en.wikipedia.org/wiki/Rob_Beckett,0.0034330554193231985
Omid Djalili,https://en.wikipedia.org/wiki/Omid_Djalili,0.0034330554193231985
Miles Jupp,https://en.wikipedia.org/wiki/Miles_Jupp,0.0034330554193231985
Willie Rushton,https://en.wikipedia.org/wiki/Willie_Rushton,0.0034330554193231985
Paul Merton,https://en.wikipedia.org/wiki/Paul_Merton,0.0034330554193231985
Nish Kumar,https://en.wikipedia.org/wiki/Nish_Kumar,0.0034330554193231985
Robin Ray,https://en.wikipedia.org/wiki/Robin_Ray,0.0034330554193231985
Paul Kaye,https://en.wikipedia.org/wiki/Paul_Kaye,0.0034330554193231985
Peter Howitt,https://en.wikipedia.org/wiki/Peter_Howitt_(actor),0.003384011770475723
James Acaster,https://en.wikipedia.org/wiki/James_Acaster,0.003384011770475723
Jeff Green,https://en.wikipedia.org/wiki/Jeff_Green_(comedian),0.003384011770475723
Rowland Rivron,https://en.wikipedia.org/wiki/Rowland_Rivron,0.003384011770475723
Joel Dommett,https://en.wikipedia.org/wiki/Joel_Dommett,0.003384011770475723
Mark Williams,https://en.wikipedia.org/wiki/Mark_Williams_(actor),0.003384011770475723
Tim Minchin,https://en.wikipedia.org/wiki/Tim_Minchin,0.003384011770475723
Lee Hurst,https://en.wikipedia.org/wiki/Lee_Hurst,0.003384011770475723
Tony Gardner,https://en.wikipedia.org/wiki/Tony_Gardner,0.003384011770475723
Steve Punt,https://en.wikipedia.org/wiki/Steve_Punt,0.003384011770475723
Jim Tavaré,https://en.wikipedia.org/wiki/Jim_Tavar%C3%A9,0.003384011770475723
Rufus Jones,https://en.wikipedia.org/wiki/Rufus_Jones_(actor),0.003334968121628249
James Dreyfus,https://en.wikipedia.org/wiki/James_Dreyfus,0.003334968121628249
Jimmy Gold,https://en.wikipedia.org/wiki/Jimmy_Gold,0.003236880823933301
Nigel Planer,https://en.wikipedia.org/wiki/Nigel_Planer,0.003236880823933301
Daniel Lawrence Taylor,https://en.wikipedia.org/wiki/Daniel_Lawrence_Taylor,0.003236880823933301
Fayne and Evans,https://en.wikipedia.org/wiki/Fayne_and_Evans,0.003236880823933301
Gareth Hale,https://en.wikipedia.org/wiki/Gareth_Hale,0.003236880823933301
Gordon Southern,https://en.wikipedia.org/wiki/Gordon_Southern,0.003236880823933301
Nat Mills and Bobbie,https://en.wikipedia.org/wiki/Nat_Mills_and_Bobbie,0.003236880823933301
Philip Pope,https://en.wikipedia.org/wiki/Philip_Pope,0.003236880823933301
John Moloney,https://en.wikipedia.org/wiki/John_Moloney_(comedian),0.003236880823933301
Michael Spicer,https://en.wikipedia.org/wiki/Michael_Spicer_(comedian),0.003236880823933301
Clapham and Dwyer,https://en.wikipedia.org/wiki/Clapham_and_Dwyer,0.003236880823933301
Collinson and Dean,https://en.wikipedia.org/wiki/Collinson_and_Dean,0.003236880823933301
Sid Kipper,https://en.wikipedia.org/wiki/Chris_Sugden,0.003236880823933301
Alistair Barrie,https://en.wikipedia.org/wiki/Alistair_Barrie,0.003236880823933301
Paul Cinquevalli,https://en.wikipedia.org/wiki/Paul_Cinquevalli,0.003236880823933301
Sensible Footwear,https://en.wikipedia.org/wiki/Sensible_Footwear,0.003236880823933301
Bob Golding,https://en.wikipedia.org/wiki/Bob_Golding,0.003236880823933301
Micky Flanagan,https://en.wikipedia.org/wiki/Micky_Flanagan,0.0032368808239333
John Finnemore,https://en.wikipedia.org/wiki/John_Finnemore,0.0031387935262383528
Marcus Brigstocke,https://en.wikipedia.org/wiki/Marcus_Brigstocke,0.0031387935262383528
Matt Lucas,https://en.wikipedia.org/wiki/Matt_Lucas,0.0031387935262383528
Sean Lock,https://en.wikipedia.org/wiki/Sean_Lock,0.0031387935262383528
Romesh Ranganathan,https://en.wikipedia.org/wiki/Romesh_Ranganathan,0.0031387935262383528
Joe Wilkinson,https://en.wikipedia.org/wiki/Joe_Wilkinson,0.0031387935262383528
Martin Freeman,https://en.wikipedia.org/wiki/Martin_Freeman,0.0031387935262383528
Paul Foot,https://en.wikipedia.org/wiki/Paul_Foot_(comedian),0.0031387935262383528
Russell Brand,https://en.wikipedia.org/wiki/Russell_Brand,0.0031387935262383528
Simon Bird,https://en.wikipedia.org/wiki/Simon_Bird,0.0031387935262383528
Dudley Moore,https://en.wikipedia.org/wiki/Dudley_Moore,0.0031387935262383528
Ivor Biggun,https://en.wikipedia.org/wiki/Doc_Cox,0.003040706228543404
Duncan Preston,https://en.wikipedia.org/wiki/Duncan_Preston,0.003040706228543404
Andrew Lawrence,https://en.wikipedia.org/wiki/Andrew_Lawrence_(comedian),0.0030407062285434036
Ivo Graham,https://en.wikipedia.org/wiki/Ivo_Graham,0.0030407062285434036
Gary Le Strange,https://en.wikipedia.org/wiki/Gary_Le_Strange,0.0030407062285434036
Adam Rowe,https://en.wikipedia.org/wiki/Adam_Rowe,0.0030407062285434036
Laurence Clark,https://en.wikipedia.org/wiki/Laurence_Clark_(comedian),0.0030407062285434036
Norman Pace,https://en.wikipedia.org/wiki/Norman_Pace,0.0029916625796959297
Patrick Fyffe,https://en.wikipedia.org/wiki/Patrick_Fyffe,0.0029916625796959297
Murray and Mooney,https://en.wikipedia.org/wiki/Murray_and_Mooney,0.0029916625796959297
Papa CJ,https://en.wikipedia.org/wiki/Papa_CJ,0.0029916625796959297
Tommy Cannon,https://en.wikipedia.org/wiki/Tommy_Cannon,0.0029916625796959297
Owen O'Neill,https://en.wikipedia.org/wiki/Owen_O%27Neill,0.0029916625796959297
Syd Little,https://en.wikipedia.org/wiki/Syd_Little,0.0029916625796959297
Stephen K. Amos,https://en.wikipedia.org/wiki/Stephen_K._Amos,0.0029426189308484553
David Walliams,https://en.wikipedia.org/wiki/David_Walliams,0.0029426189308484553
Sacha Baron Cohen,https://en.wikipedia.org/wiki/Sacha_Baron_Cohen,0.0029426189308484553
Ben Miller,https://en.wikipedia.org/wiki/Ben_Miller,0.0029426189308484553
Andy Zaltzman,https://en.wikipedia.org/wiki/Andy_Zaltzman,0.0029426189308484553
Simon Day,https://en.wikipedia.org/wiki/Simon_Day,0.002942618930848455
Bud Flanagan,https://en.wikipedia.org/wiki/Bud_Flanagan,0.002844531633153507
Michael Dapaah,https://en.wikipedia.org/wiki/Michael_Dapaah,0.002844531633153507
Clive Anderson,https://en.wikipedia.org/wiki/Clive_Anderson,0.002844531633153507
Jay Foreman,https://en.wikipedia.org/wiki/Jay_Foreman_(comedian),0.002844531633153507
Barry Took,https://en.wikipedia.org/wiki/Barry_Took,0.002844531633153507
Gregor Fisher,https://en.wikipedia.org/wiki/Gregor_Fisher,0.0027954879843060327
Dom Joly,https://en.wikipedia.org/wiki/Dom_Joly,0.0027954879843060327
Ben Willbond,https://en.wikipedia.org/wiki/Ben_Willbond,0.0027954879843060327
Gary Delaney,https://en.wikipedia.org/wiki/Gary_Delaney,0.0027954879843060327
Matthew Holness,https://en.wikipedia.org/wiki/Matthew_Holness,0.0027954879843060327
Matt Richardson,https://en.wikipedia.org/wiki/Matt_Richardson,0.0027954879843060327
Munya Chawawa,https://en.wikipedia.org/wiki/Munya_Chawawa,0.0027954879843060327
Jeremy Dyson,https://en.wikipedia.org/wiki/Jeremy_Dyson,0.0027954879843060327
Seann Walsh,https://en.wikipedia.org/wiki/Seann_Walsh,0.0027954879843060327
Paul Taylor,https://en.wikipedia.org/wiki/Paul_Taylor_(comedian),0.0027954879843060327
Jimmy Cricket,https://en.wikipedia.org/wiki/Jimmy_Cricket,0.0027954879843060327
Mathew Baynton,https://en.wikipedia.org/wiki/Mathew_Baynton,0.0027954879843060327
Joe Thomas,https://en.wikipedia.org/wiki/Joe_Thomas_(actor),0.0027954879843060327
Kev Orkian,https://en.wikipedia.org/wiki/Kev_Orkian,0.0027954879843060327
Will Adamsdale,https://en.wikipedia.org/wiki/Will_Adamsdale,0.0027954879843060327
Will Mellor,https://en.wikipedia.org/wiki/Will_Mellor,0.0027954879843060327
Simon Farnaby,https://en.wikipedia.org/wiki/Simon_Farnaby,0.0027954879843060327
Jimeoin,https://en.wikipedia.org/wiki/Jimeoin,0.0027954879843060327
Hugh Dennis,https://en.wikipedia.org/wiki/Hugh_Dennis,0.0027954879843060327
Robert Llewellyn,https://en.wikipedia.org/wiki/Robert_Llewellyn,0.0027954879843060327
Mike Wozniak,https://en.wikipedia.org/wiki/Mike_Wozniak,0.0027954879843060327
Matt Berry,https://en.wikipedia.org/wiki/Matt_Berry,0.0026483570377636096
Robin Ince,https://en.wikipedia.org/wiki/Robin_Ince,0.0026483570377636096
James Bachman,https://en.wikipedia.org/wiki/James_Bachman,0.0025502697400686613
Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais,0.0025502697400686613
Harry Enfield,https://en.wikipedia.org/wiki/Harry_Enfield,0.0025502697400686613
Mark Steel,https://en.wikipedia.org/wiki/Mark_Steel,0.0025502697400686613
Victor Lewis-Smith,https://en.wikipedia.org/wiki/Victor_Lewis-Smith,0.0025502697400686613
Simon Amstell,https://en.wikipedia.org/wiki/Simon_Amstell,0.0024521824423737125
Boothby Graffoe,https://en.wikipedia.org/wiki/Boothby_Graffoe_(comedian),0.0024521824423737125
Ian Stone,https://en.wikipedia.org/wiki/Ian_Stone,0.0024521824423737125
Rhod Gilbert,https://en.wikipedia.org/wiki/Rhod_Gilbert,0.002403138793526238
Russell Howard,https://en.wikipedia.org/wiki/Russell_Howard,0.002403138793526238
Stewart Lee,https://en.wikipedia.org/wiki/Stewart_Lee,0.002403138793526238
Joe Lycett,https://en.wikipedia.org/wiki/Joe_Lycett,0.002403138793526238
Peter Serafinowicz,https://en.wikipedia.org/wiki/Peter_Serafinowicz,0.002403138793526238
Mark Watson,https://en.wikipedia.org/wiki/Mark_Watson,0.002403138793526238
Al Murray,https://en.wikipedia.org/wiki/Al_Murray,0.002403138793526238
Daniel Kitson,https://en.wikipedia.org/wiki/Daniel_Kitson,0.002403138793526238
John Bishop,https://en.wikipedia.org/wiki/John_Bishop,0.002403138793526238
Chris McCausland,https://en.wikipedia.org/wiki/Chris_McCausland,0.002403138793526238
Mark Gatiss,https://en.wikipedia.org/wiki/Mark_Gatiss,0.002403138793526238
Dave Gorman,https://en.wikipedia.org/wiki/Dave_Gorman,0.002403138793526238
John Oliver,https://en.wikipedia.org/wiki/John_Oliver_(comedian),0.002403138793526238
John Robins,https://en.wikipedia.org/wiki/John_Robins_(comedian),0.002403138793526238
John Thomson,https://en.wikipedia.org/wiki/John_Thomson_(comedian),0.002403138793526238
Johnny Vegas,https://en.wikipedia.org/wiki/Johnny_Vegas,0.002403138793526238
Jon Culshaw,https://en.wikipedia.org/wiki/Jon_Culshaw,0.002403138793526238
Jon Holmes,https://en.wikipedia.org/wiki/Jon_Holmes,0.002403138793526238
Jon Richardson,https://en.wikipedia.org/wiki/Jon_Richardson,0.002403138793526238
Stephen Merchant,https://en.wikipedia.org/wiki/Stephen_Merchant,0.002403138793526238
Steve Pemberton,https://en.wikipedia.org/wiki/Steve_Pemberton,0.002403138793526238
Steve Coogan,https://en.wikipedia.org/wiki/Steve_Coogan,0.002403138793526238
Richard Herring,https://en.wikipedia.org/wiki/Richard_Herring,0.002403138793526238
Julian Barratt,https://en.wikipedia.org/wiki/Julian_Barratt,0.002403138793526238
Ross Noble,https://en.wikipedia.org/wiki/Ross_Noble,0.002403138793526238
Adil Ray,https://en.wikipedia.org/wiki/Adil_Ray,0.002403138793526238
Mitch Benn,https://en.wikipedia.org/wiki/Mitch_Benn,0.002403138793526238
Alan Carr,https://en.wikipedia.org/wiki/Alan_Carr,0.002403138793526238
Alexander Armstrong,https://en.wikipedia.org/wiki/Alexander_Armstrong,0.002403138793526238
Alex Horne,https://en.wikipedia.org/wiki/Alex_Horne,0.002403138793526238
Reece Shearsmith,https://en.wikipedia.org/wiki/Reece_Shearsmith,0.002403138793526238
Rufus Hound,https://en.wikipedia.org/wiki/Rufus_Hound,0.002403138793526238
Peter Kay,https://en.wikipedia.org/wiki/Peter_Kay,0.002403138793526238
Lee Mack,https://en.wikipedia.org/wiki/Lee_Mack,0.002403138793526238
David Mitchell,https://en.wikipedia.org/wiki/David_Mitchell_(comedian),0.002403138793526238
Greg Davies,https://en.wikipedia.org/wiki/Greg_Davies,0.002403138793526238
Robert Webb,https://en.wikipedia.org/wiki/Robert_Webb,0.002403138793526238
Kevin Bridges,https://en.wikipedia.org/wiki/Kevin_Bridges,0.002403138793526238
Ralf Little,https://en.wikipedia.org/wiki/Ralf_Little,0.002403138793526238
Jason Manford,https://en.wikipedia.org/wiki/Jason_Manford,0.002403138793526238
Simon Pegg,https://en.wikipedia.org/wiki/Simon_Pegg,0.002403138793526238
Danny John-Jules,https://en.wikipedia.org/wiki/Danny_John-Jules,0.0023540951446787643
Richard Digance,https://en.wikipedia.org/wiki/Richard_Digance,0.0023540951446787643
Norman Lovett,https://en.wikipedia.org/wiki/Norman_Lovett,0.0023540951446787643
Tony Robinson,https://en.wikipedia.org/wiki/Tony_Robinson,0.0022560078469838155
Jim Davidson,https://en.wikipedia.org/wiki/Jim_Davidson,0.0022560078469838155
Mark Addy,https://en.wikipedia.org/wiki/Mark_Addy,0.002206964198136341
Charlie Higson,https://en.wikipedia.org/wiki/Charlie_Higson,0.002206964198136341
Ted Chippington,https://en.wikipedia.org/wiki/Ted_Chippington,0.002206964198136341
Simon Fanshawe,https://en.wikipedia.org/wiki/Simon_Fanshawe,0.002206964198136341
Chris Barrie,https://en.wikipedia.org/wiki/Chris_Barrie,0.002206964198136341
Nick Hancock,https://en.wikipedia.org/wiki/Nick_Hancock,0.002206964198136341
Alan Davies,https://en.wikipedia.org/wiki/Alan_Davies,0.0021579205492888672
Jeremy Hardy,https://en.wikipedia.org/wiki/Jeremy_Hardy,0.0021579205492888672
Humphrey Lyttelton,https://en.wikipedia.org/wiki/Humphrey_Lyttelton,0.0021579205492888672
Rik Mayall,https://en.wikipedia.org/wiki/Rik_Mayall,0.0021579205492888672
Harry Hill,https://en.wikipedia.org/wiki/Harry_Hill,0.002059833251593919
Kevin Eldon,https://en.wikipedia.org/wiki/Kevin_Eldon,0.002059833251593919
Tom Walker,https://en.wikipedia.org/wiki/Jonathan_Pie,0.002059833251593919
Charlie Naughton,https://en.wikipedia.org/wiki/Charlie_Naughton,0.002059833251593919
Paul Whitehouse,https://en.wikipedia.org/wiki/Paul_Whitehouse,0.002059833251593919
Sanjeev Bhaskar,https://en.wikipedia.org/wiki/Sanjeev_Bhaskar,0.002059833251593919
Francis Wheen,https://en.wikipedia.org/wiki/Francis_Wheen,0.002059833251593919
Frank Skinner,https://en.wikipedia.org/wiki/Frank_Skinner,0.002059833251593919
Haver and Lee,https://en.wikipedia.org/wiki/Haver_and_Lee,0.002059833251593919
Eddie Large,https://en.wikipedia.org/wiki/Eddie_Large,0.002059833251593919
Rogan Whitenails,https://en.wikipedia.org/wiki/Rogan_Whitenails,0.002059833251593919
Henry Naylor,https://en.wikipedia.org/wiki/Henry_Naylor,0.002059833251593919
Rob Newman,https://en.wikipedia.org/wiki/Robert_Newman_(comedian),0.002059833251593919
Mike Hayley,https://en.wikipedia.org/wiki/Mike_Hayley,0.002059833251593919
Hugo Speer,https://en.wikipedia.org/wiki/Hugo_Speer,0.002059833251593919
Graham Fellows,https://en.wikipedia.org/wiki/Graham_Fellows,0.002059833251593919
Anil Gupta,https://en.wikipedia.org/wiki/Anil_Gupta_(writer),0.002059833251593919
Crazy Gang,https://en.wikipedia.org/wiki/Crazy_Gang_(comedy_group),0.002059833251593919
Bill Nighy,https://en.wikipedia.org/wiki/Bill_Nighy,0.00196174595389897
Michael Barrymore,https://en.wikipedia.org/wiki/Michael_Barrymore,0.00196174595389897
Michael Flanders,https://en.wikipedia.org/wiki/Michael_Flanders,0.00196174595389897
Chris Langham,https://en.wikipedia.org/wiki/Chris_Langham,0.00196174595389897
Arthur Marshall,https://en.wikipedia.org/wiki/Arthur_Marshall_(broadcaster),0.00196174595389897
Gerald Scarfe,https://en.wikipedia.org/wiki/Gerald_Scarfe,0.00196174595389897
Jonathan Ross,https://en.wikipedia.org/wiki/Jonathan_Ross,0.00196174595389897
David Jason,https://en.wikipedia.org/wiki/David_Jason,0.00196174595389897
Kenneth Williams,https://en.wikipedia.org/wiki/Kenneth_Williams,0.00196174595389897
Phill Jupitus,https://en.wikipedia.org/wiki/Phill_Jupitus,0.0018146150073565473
Bob Mortimer,https://en.wikipedia.org/wiki/Bob_Mortimer,0.0018146150073565473
Adrian Edmondson,https://en.wikipedia.org/wiki/Adrian_Edmondson,0.0018146150073565473
David Baddiel,https://en.wikipedia.org/wiki/David_Baddiel,0.0018146150073565473
Alistair McGowan,https://en.wikipedia.org/wiki/Alistair_McGowan,0.0018146150073565473
Bill Bailey,https://en.wikipedia.org/wiki/Bill_Bailey,0.0018146150073565473
Vic Reeves,https://en.wikipedia.org/wiki/Vic_Reeves,0.0018146150073565473
Andy Parsons,https://en.wikipedia.org/wiki/Andy_Parsons,0.0018146150073565473
Derek Nimmo,https://en.wikipedia.org/wiki/Derek_Nimmo,0.0018146150073565473
Donald Swann,https://en.wikipedia.org/wiki/Donald_Swann,0.0018146150073565473
Adrian Scarborough,https://en.wikipedia.org/wiki/Adrian_Scarborough,0.0018146150073565473
Craig Charles,https://en.wikipedia.org/wiki/Craig_Charles,0.0018146150073565473
Simon Hoggart,https://en.wikipedia.org/wiki/Simon_Hoggart,0.0018146150073565473
Ian Hislop,https://en.wikipedia.org/wiki/Ian_Hislop,0.0018146150073565473
Hugh Laurie,https://en.wikipedia.org/wiki/Hugh_Laurie,0.0018146150073565473
Henry Normal,https://en.wikipedia.org/wiki/Henry_Normal,0.0018146150073565473
Edwyn Collins,https://en.wikipedia.org/wiki/Edwyn_Collins,0.0018146150073565473
Peter Jones,https://en.wikipedia.org/wiki/Peter_Jones_(actor),0.0018146150073565473
Armando Iannucci,https://en.wikipedia.org/wiki/Armando_Iannucci,0.0018146150073565473
Neil Morrissey,https://en.wikipedia.org/wiki/Neil_Morrissey,0.0018146150073565473
Nicholas Lyndhurst,https://en.wikipedia.org/wiki/Nicholas_Lyndhurst,0.0018146150073565473
Sarah Keyworth,https://en.wikipedia.org/wiki/Sarah_Keyworth,0.0018146150073565473
Rowan Atkinson,https://en.wikipedia.org/wiki/Rowan_Atkinson,0.0018146150073565473
Lenny Henry,https://en.wikipedia.org/wiki/Lenny_Henry,0.0018146150073565473
Mark Perry,https://en.wikipedia.org/wiki/Mark_Perry_(impressionist),0.0018146150073565473
Lee Evans,https://en.wikipedia.org/wiki/Lee_Evans_(comedian),0.0018146150073565473
Kevin Connelly,https://en.wikipedia.org/wiki/Kevin_Connelly,0.0018146150073565473
Rory McGrath,https://en.wikipedia.org/wiki/Rory_McGrath,0.0018146150073565473
Bobby Davro,https://en.wikipedia.org/wiki/Bobby_Davro,0.0018146150073565473
Rory Bremner,https://en.wikipedia.org/wiki/Rory_Bremner,0.0018146150073565473
Chris Morris,https://en.wikipedia.org/wiki/Chris_Morris_(satirist),0.0018146150073565473
Bobby Ball,https://en.wikipedia.org/wiki/Bobby_Ball,0.001667484060814125
Les Dawson,https://en.wikipedia.org/wiki/Les_Dawson,0.001667484060814125
Robert Newman,https://en.wikipedia.org/wiki/Robert_Newman_(comedian),0.001667484060814125
Hinge and Bracket,https://en.wikipedia.org/wiki/Hinge_and_Bracket,0.001667484060814125
Ronnie Corbett,https://en.wikipedia.org/wiki/Ronnie_Corbett,0.001667484060814125
Tim Brooke-Taylor,https://en.wikipedia.org/wiki/Tim_Brooke-Taylor,0.001667484060814125
Lemn Sissay,https://en.wikipedia.org/wiki/Lemn_Sissay,0.001667484060814125
Don Juan,https://en.wikipedia.org/wiki/Don_Juan_(Byron),0.001667484060814125
Monty Python,https://en.wikipedia.org/wiki/Monty_Python,0.001667484060814125
Clement Freud,https://en.wikipedia.org/wiki/Clement_Freud,0.001667484060814125
Daniel Howell,https://en.wikipedia.org/wiki/Daniel_Howell,0.001667484060814125
First World War,https://en.wikipedia.org/wiki/First_World_War,0.001667484060814125
Tim Key,https://en.wikipedia.org/wiki/Tim_Key,0.001667484060814125
Les Barker,https://en.wikipedia.org/wiki/Les_Barker,0.0016184404119666503
Rudolph Walker,https://en.wikipedia.org/wiki/Rudolph_Walker,0.0016184404119666503
Russ Abbot,https://en.wikipedia.org/wiki/Russ_Abbot,0.0016184404119666503
Brian Murphy,https://en.wikipedia.org/wiki/Brian_Murphy_(actor),0.0016184404119666503
Jimmy Tarbuck,https://en.wikipedia.org/wiki/Jimmy_Tarbuck,0.0016184404119666503
Phil Cool,https://en.wikipedia.org/wiki/Phil_Cool,0.0016184404119666503
James Bolam,https://en.wikipedia.org/wiki/James_Bolam,0.0016184404119666503
Simon Brint,https://en.wikipedia.org/wiki/Simon_Brint,0.0016184404119666503
Rick Wakeman,https://en.wikipedia.org/wiki/Rick_Wakeman,0.0014713094654242277
Roy 'Chubby' Brown,https://en.wikipedia.org/wiki/Roy_%27Chubby%27_Brown,0.0014713094654242277
Chris Addison,https://en.wikipedia.org/wiki/Chris_Addison,0.0014222658165767535
