Comedian,Comedian_Probability,Footballer,Footballer_Probability,Combined_Probability,Rounded_Probability
Victoria Wood,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Declan Donnelly,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Rob Brydon,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Rob Brydon,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Barry Cryer,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Ernie Wise,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Anthony McPartlin,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Victoria Wood,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Eric Morecambe,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Lauren Laverne,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Ronnie Barker,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Ronnie Barker,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Barry Cryer,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Phil Lester,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Phil Lester,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Chris Addison,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Chris Addison,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Maisie Adam,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Frank Muir,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Frank Muir,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
George Logan,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
George Logan,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Ernie Wise,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Declan Donnelly,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
John Cooper Clarke,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Tony Hawks,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Ben Croshaw,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Anthony McPartlin,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Ben Croshaw,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Frankie Boyle,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Frankie Boyle,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
John Cooper Clarke,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Roger McGough,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Roger McGough,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Ade Edmondson,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Ade Edmondson,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Tony Hawks,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Eric Morecambe,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Sandi Toksvig,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Sandi Toksvig,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Robert Morley,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Robert Morley,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Maisie Adam,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Elis James,0.0010206595572449,Jamie Smith,0.0014690270673436,1.4993765161356925e-06,1e-06
Elis James,0.0010206595572449,Tommy Wright,0.0014690270673436,1.4993765161356925e-06,1e-06
Rainer Hersch,0.0039418576003941,Alex Fletcher,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Ryan Hanson,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Elliott Taylor,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Bradley Kelly,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Harrison Roberts,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Alfie Young,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Ben Williams,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Alfie Young,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Miles Fenton,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,George Newell,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Harrison Roberts,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Bradley Kelly,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Jed Smith,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Miles Fenton,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Elliott Taylor,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Solomon Smith,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,George Newell,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Connor Woods,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Callum Roberts,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Callum Roberts,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Ben Foster,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Ben Foster,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Connor Woods,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Ryan Hanson,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Tom Clare,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Jedidiah Brown,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Brandon Lee,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Alex Fletcher,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Gabriel Johnson,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Solomon Smith,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Ben Williams,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Gabriel Johnson,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Brandon Lee,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Jedidiah Brown,0.0003800185849885,1.49797914752793e-06,1e-06
Julian Clary,0.0039418576003941,Tom Clare,0.0003800185849885,1.49797914752793e-06,1e-06
Rainer Hersch,0.0039418576003941,Jed Smith,0.0003800185849885,1.49797914752793e-06,1e-06
Nichola McAuliffe,0.001970928800197,Adam Baker,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Anthony Peacock,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Terry Smith,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Gary Neville,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Chris Rowney,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Jamie Carragher,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Ben Watson,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Jake Simpson,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,George Webb,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Chris Wood,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Ben Wilkinson,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Terry Cooke,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Ben George,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Matt Richards,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Gary Mabbutt,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Lee Hendrie,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Alan Wright,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Robbie Fowler,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Terry Fenwick,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,James Beattie,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Ben Roberts,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Paul Scholes,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Jamie Forrester,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Mark Bright,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Paul Stewart,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Greg Mills,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Charlie Stimson,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Joe Brown,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Phil Jevons,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Steve Stone,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Nicky Butt,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Clive Wilson,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Adam Brown,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Michael Owen,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Michael Brown,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,David Platt,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Jonathan Smith,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Andrew Smith,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Phil Neville,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Michael Thomas,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Gavin Johnson,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Gary Brown,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Adam Smith,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Sam Williamson,0.000760037169977,1.497979147527892e-06,1e-06
Nichola McAuliffe,0.001970928800197,Dean Oliver,0.000760037169977,1.497979147527892e-06,1e-06
Helen Lederer,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Julia Hills,0.0017597578573188,Eddie Howe,0.0008507878768399,1.4971806511805936e-06,1e-06
Graeme Garden,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Boothby Graffoe,0.0017597578573188,Adam Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Boothby Graffoe,0.0017597578573188,Alex McCarthy,0.0008507878768399,1.4971806511805936e-06,1e-06
Boothby Graffoe,0.0017597578573188,Charlie Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Griff Rhys Jones,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Griff Rhys Jones,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Paul Nicholas,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Paul Nicholas,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Julia Hills,0.0017597578573188,Nathaniel Clyne,0.0008507878768399,1.4971806511805936e-06,1e-06
Julia Hills,0.0017597578573188,Harry Kane,0.0008507878768399,1.4971806511805936e-06,1e-06
Alexei Sayle,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Alexei Sayle,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Julia Hills,0.0017597578573188,Jack Cork,0.0008507878768399,1.4971806511805936e-06,1e-06
Boothby Graffoe,0.0017597578573188,Andros Townsend,0.0008507878768399,1.4971806511805936e-06,1e-06
Julia Hills,0.0017597578573188,Andros Townsend,0.0008507878768399,1.4971806511805936e-06,1e-06
Julia Hills,0.0017597578573188,Adam Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Julia Hills,0.0017597578573188,Alex McCarthy,0.0008507878768399,1.4971806511805936e-06,1e-06
John Cleese,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Helen Lederer,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Stanley Baxter,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Stanley Baxter,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Julia Hills,0.0017597578573188,Charlie Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Simon Amstell,0.0017597578573188,Nathaniel Clyne,0.0008507878768399,1.4971806511805936e-06,1e-06
Simon Amstell,0.0017597578573188,Harry Kane,0.0008507878768399,1.4971806511805936e-06,1e-06
Simon Amstell,0.0017597578573188,Eddie Howe,0.0008507878768399,1.4971806511805936e-06,1e-06
Simon Amstell,0.0017597578573188,Jack Cork,0.0008507878768399,1.4971806511805936e-06,1e-06
Graeme Garden,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Boothby Graffoe,0.0017597578573188,Jack Cork,0.0008507878768399,1.4971806511805936e-06,1e-06
Simon Amstell,0.0017597578573188,Adam Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Eric Idle,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Maureen Lipman,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Maureen Lipman,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Pamela Stephenson,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Pamela Stephenson,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Joanna Lumley,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Joanna Lumley,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Anne Reid,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Anne Reid,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Les Dennis,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Les Dennis,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Richard Wilson,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Richard Wilson,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Eric Idle,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Boothby Graffoe,0.0017597578573188,Eddie Howe,0.0008507878768399,1.4971806511805936e-06,1e-06
Jasper Carrott,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Jasper Carrott,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
James Fleet,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
James Fleet,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Terry Gilliam,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Terry Gilliam,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Michael Crawford,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Michael Crawford,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Julie Walters,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Julie Walters,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Boothby Graffoe,0.0017597578573188,Nathaniel Clyne,0.0008507878768399,1.4971806511805936e-06,1e-06
Boothby Graffoe,0.0017597578573188,Harry Kane,0.0008507878768399,1.4971806511805936e-06,1e-06
Simon Amstell,0.0017597578573188,Andros Townsend,0.0008507878768399,1.4971806511805936e-06,1e-06
John Cleese,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Simon Amstell,0.0017597578573188,Alex McCarthy,0.0008507878768399,1.4971806511805936e-06,1e-06
Helen Atkinson-Wood,0.0017597578573188,Charlie Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Rebecca Front,0.0017597578573188,Nathaniel Clyne,0.0008507878768399,1.4971806511805936e-06,1e-06
Michael Palin,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Michael Palin,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Jan Ravens,0.0017597578573188,Charlie Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Jan Ravens,0.0017597578573188,Alex McCarthy,0.0008507878768399,1.4971806511805936e-06,1e-06
Jan Ravens,0.0017597578573188,Adam Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Simon Amstell,0.0017597578573188,Charlie Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Jan Ravens,0.0017597578573188,Jack Cork,0.0008507878768399,1.4971806511805936e-06,1e-06
Jan Ravens,0.0017597578573188,Eddie Howe,0.0008507878768399,1.4971806511805936e-06,1e-06
Jan Ravens,0.0017597578573188,Harry Kane,0.0008507878768399,1.4971806511805936e-06,1e-06
Jan Ravens,0.0017597578573188,Nathaniel Clyne,0.0008507878768399,1.4971806511805936e-06,1e-06
Helen Atkinson-Wood,0.0017597578573188,Alex McCarthy,0.0008507878768399,1.4971806511805936e-06,1e-06
Rebecca Front,0.0017597578573188,Eddie Howe,0.0008507878768399,1.4971806511805936e-06,1e-06
Helen Atkinson-Wood,0.0017597578573188,Adam Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Helen Atkinson-Wood,0.0017597578573188,Andros Townsend,0.0008507878768399,1.4971806511805936e-06,1e-06
Patricia Routledge,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Billy Connolly,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Billy Connolly,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Robert Lindsay,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Robert Lindsay,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Mike Harding,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Mike Harding,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Bill Oddie,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Bill Oddie,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Rebecca Front,0.0017597578573188,Harry Kane,0.0008507878768399,1.4971806511805936e-06,1e-06
Jan Ravens,0.0017597578573188,Andros Townsend,0.0008507878768399,1.4971806511805936e-06,1e-06
Rebecca Front,0.0017597578573188,Jack Cork,0.0008507878768399,1.4971806511805936e-06,1e-06
Rebecca Front,0.0017597578573188,Alex McCarthy,0.0008507878768399,1.4971806511805936e-06,1e-06
Peter Richardson,0.0008798789286594,Michael Carrick,0.0017015757536798,1.4971806511805936e-06,1e-06
Helen Atkinson-Wood,0.0017597578573188,Nathaniel Clyne,0.0008507878768399,1.4971806511805936e-06,1e-06
Helen Atkinson-Wood,0.0017597578573188,Harry Kane,0.0008507878768399,1.4971806511805936e-06,1e-06
Helen Atkinson-Wood,0.0017597578573188,Eddie Howe,0.0008507878768399,1.4971806511805936e-06,1e-06
Peter Richardson,0.0008798789286594,Ben Wright,0.0017015757536798,1.4971806511805936e-06,1e-06
Ian Stone,0.0017597578573188,Charlie Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Ian Stone,0.0017597578573188,Alex McCarthy,0.0008507878768399,1.4971806511805936e-06,1e-06
Ian Stone,0.0017597578573188,Adam Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Ian Stone,0.0017597578573188,Andros Townsend,0.0008507878768399,1.4971806511805936e-06,1e-06
Ian Stone,0.0017597578573188,Jack Cork,0.0008507878768399,1.4971806511805936e-06,1e-06
Ian Stone,0.0017597578573188,Harry Kane,0.0008507878768399,1.4971806511805936e-06,1e-06
Ian Stone,0.0017597578573188,Nathaniel Clyne,0.0008507878768399,1.4971806511805936e-06,1e-06
Rebecca Front,0.0017597578573188,Charlie Smith,0.0008507878768399,1.4971806511805936e-06,1e-06
Ian Stone,0.0017597578573188,Eddie Howe,0.0008507878768399,1.4971806511805936e-06,1e-06
